tweet_id,favorites,retweets,user_followers,user_favourites,date_time
874012996292530176,33613,10120,8033155,141990,2017-06-11 21:18:31
873580283840344065,23587,3831,8033155,141990,2017-06-10 16:39:04
873337748698140672,0,1545,8033155,141990,2017-06-10 00:35:19
873213775632977920,7049,1545,8033155,141990,2017-06-09 16:22:42
872967104147763200,26635,5279,8033155,141990,2017-06-09 00:02:31
872820683541237760,14366,3612,8033155,141990,2017-06-08 14:20:41
872620804844003328,20268,3595,8033155,141990,2017-06-08 01:06:27
872486979161796608,39723,8807,8033155,141990,2017-06-07 16:14:40
872122724285648897,33576,7943,8033155,141990,2017-06-06 16:07:15
871879754684805121,37018,10893,8033155,141990,2017-06-06 00:01:46
871762521631449091,19810,3404,8033155,141990,2017-06-05 16:15:56
871515927908634625,19737,3380,8033155,141990,2017-06-04 23:56:03
871166179821445120,0,5572,8033155,141990,2017-06-04 00:46:17
871102520638267392,20471,5401,8033155,141990,2017-06-03 20:33:19
871032628920680449,22192,3739,8033155,141990,2017-06-03 15:55:36
870804317367881728,32914,6071,8033155,141990,2017-06-03 00:48:22
870726314365509632,116,3,8033155,141990,2017-06-02 19:38:25
870656317836468226,12144,2594,8033155,141990,2017-06-02 15:00:16
870374049280663552,81038,25747,8033155,141990,2017-06-01 20:18:38
870308999962521604,21417,4076,8033155,141990,2017-06-01 16:00:09
870063196459192321,35893,8189,8033155,141990,2017-05-31 23:43:25
869772420881756160,41610,9862,8033155,141990,2017-05-31 04:27:59
869702957897576449,27705,6238,8033155,141990,2017-05-30 23:51:58
869596645499047938,15691,3083,8033155,141990,2017-05-30 16:49:31
869227993411051520,20098,3736,8033155,141990,2017-05-29 16:24:37
868880397819494401,64386,14257,8033155,141990,2017-05-28 17:23:24
868639477480148993,0,2055,8033155,141990,2017-05-28 01:26:04
868622495443632128,26247,5218,8033155,141990,2017-05-28 00:18:35
868552278524837888,9949,2055,8033155,141990,2017-05-27 19:39:34
867900495410671616,23801,4121,8033155,141990,2017-05-26 00:29:37
867774946302451713,33430,7256,8033155,141990,2017-05-25 16:10:44
867421006826221569,15866,2465,8033155,141990,2017-05-24 16:44:18
867072653475098625,0,119,8033155,141990,2017-05-23 17:40:04
867051520902168576,31757,7776,8033155,141990,2017-05-23 16:16:06
866720684873056260,19781,4763,8033156,141990,2017-05-22 18:21:28
866686824827068416,19000,3445,8033156,141990,2017-05-22 16:06:55
866450705531457537,120525,34965,8033156,141990,2017-05-22 00:28:40
866334964761202691,51796,14289,8033156,141990,2017-05-21 16:48:45
866094527597207552,0,8289,8033156,141990,2017-05-21 00:53:21
865718153858494464,25303,5574,8033156,141990,2017-05-19 23:57:46
865359393868664832,26134,4965,8033156,141990,2017-05-19 00:12:11
865006731092295680,27666,7633,8033156,141990,2017-05-18 00:50:50
864873206498414592,31871,8655,8033156,141990,2017-05-17 16:00:15
864279568663928832,14438,3004,8033156,141990,2017-05-16 00:41:21
864197398364647424,29768,8870,8033156,141990,2017-05-15 19:14:50
863907417377173506,20401,4114,8033156,141990,2017-05-15 00:02:33
863553081350529029,15153,4162,8033156,141990,2017-05-14 00:34:33
863471782782697472,0,2433,8033156,141990,2017-05-13 19:11:30
863432100342583297,23569,5211,8033156,141990,2017-05-13 16:33:49
863427515083354112,2226,96,8033156,141990,2017-05-13 16:15:35
863079547188785154,8684,1098,8033156,141990,2017-05-12 17:12:53
863062471531167744,8426,2433,8033156,141990,2017-05-12 16:05:02
862831371563274240,19002,5093,8033156,141990,2017-05-12 00:46:44
862722525377298433,16913,3517,8033156,141990,2017-05-11 17:34:13
862457590147678208,20329,4946,8033156,141990,2017-05-11 00:01:27
862096992088072192,73836,23210,8033156,141990,2017-05-10 00:08:34
861383897657036800,35849,10687,8033156,141990,2017-05-08 00:54:59
861288531465048066,17060,4156,8033156,141990,2017-05-07 18:36:02
861005113778896900,16598,3801,8033156,141990,2017-05-06 23:49:50
860981674716409858,0,2161,8033156,141990,2017-05-06 22:16:42
860924035999428608,0,817,8033156,141990,2017-05-06 18:27:40
860563773140209665,7465,2161,8033156,141990,2017-05-05 18:36:06
860524505164394496,23489,5293,8033156,141990,2017-05-05 16:00:04
860276583193509888,18221,3479,8033780,141991,2017-05-04 23:34:55
860184849394610176,16597,5873,8033156,141990,2017-05-04 17:30:24
860177593139703809,0,30958,8033156,141990,2017-05-04 17:01:34
859924526012018688,19462,4091,8033156,141990,2017-05-04 00:15:58
859851578198683649,15347,3522,8033156,141990,2017-05-03 19:26:06
859607811541651456,18519,1579,8033156,141990,2017-05-03 03:17:27
859196978902773760,89625,30341,8033156,141990,2017-05-02 00:04:57
859074603037188101,33765,13695,8033156,141990,2017-05-01 15:58:40
858860390427611136,0,8189,8033156,141990,2017-05-01 01:47:28
858843525470990336,15516,3508,8033156,141990,2017-05-01 00:40:27
858471635011153920,21470,4868,8033156,141990,2017-04-30 00:02:42
858107933456039936,15694,2918,8033156,141990,2017-04-28 23:57:28
857989990357356544,16115,2603,8033156,141990,2017-04-28 16:08:49
857746408056729600,34235,10735,8033156,141990,2017-04-28 00:00:54
857393404942143489,5897,1659,8033156,141990,2017-04-27 00:38:11
857263160327368704,20028,4557,8033156,141990,2017-04-26 16:00:39
857214891891077121,227,18,8033156,141990,2017-04-26 12:48:51
857062103051644929,0,172,8033156,141990,2017-04-26 02:41:43
857029823797047296,18955,4051,8033156,141990,2017-04-26 00:33:27
856543823941562368,16291,2922,8033156,141990,2017-04-24 16:22:16
856526610513747968,11869,1908,8033156,141990,2017-04-24 15:13:52
856330835276025856,0,686,8033156,141990,2017-04-24 02:15:55
856288084350160898,521,17,8033156,141990,2017-04-23 23:26:03
856282028240666624,27801,6419,8033156,141990,2017-04-23 23:01:59
855862651834028034,345,26,8033156,141990,2017-04-22 19:15:32
855860136149123072,5028,1043,8033156,141990,2017-04-22 19:05:32
855857698524602368,11912,2145,8033156,141990,2017-04-22 18:55:51
855851453814013952,45719,18043,8033156,141990,2017-04-22 18:31:02
855818117272018944,26741,5529,8033156,141990,2017-04-22 16:18:34
855459453768019968,30053,8353,8033156,141990,2017-04-21 16:33:22
855245323840757760,0,6090,8033156,141990,2017-04-21 02:22:29
855138241867124737,0,46,8033156,141990,2017-04-20 19:16:59
854732716440526848,23001,6228,8033156,141990,2017-04-19 16:25:34
854482394044301312,29535,7013,8033156,141990,2017-04-18 23:50:52
854365224396361728,19052,4792,8033780,141991,2017-04-18 16:05:17
854120357044912130,32278,7652,8033156,141990,2017-04-17 23:52:16
854010172552949760,16334,3220,8033156,141990,2017-04-17 16:34:26
853760880890318849,28896,5923,8033156,141990,2017-04-17 00:03:50
853639147608842240,35194,10393,8033156,141990,2017-04-16 16:00:07
853299958564483072,15701,3654,8033156,141990,2017-04-15 17:32:18
852936405516943360,0,2064,8033156,141990,2017-04-14 17:27:40
852912242202992640,9172,1887,8033156,141990,2017-04-14 15:51:39
852672615818899456,15130,2213,8033156,141990,2017-04-13 23:59:28
852553447878664193,16557,3612,8033156,141990,2017-04-13 16:05:56
852311364735569921,33570,10172,8033156,141990,2017-04-13 00:03:59
852226086759018497,20288,6999,8033780,141991,2017-04-12 18:25:07
852189679701164033,11632,1631,8033156,141990,2017-04-12 16:00:27
851953902622658560,0,9936,8033156,141990,2017-04-12 00:23:33
851861385021730816,0,23,8033156,141990,2017-04-11 18:15:55
851591660324737024,16472,3575,8033156,141990,2017-04-11 00:24:08
851464819735769094,24659,7309,8033156,141990,2017-04-10 16:00:07
851224888060895234,21024,5912,8033156,141990,2017-04-10 00:06:42
850753642995093505,31504,9570,8033156,141990,2017-04-08 16:54:09
850380195714523136,13314,2707,8033156,141990,2017-04-07 16:10:12
850333567704068097,3503,347,8033156,141990,2017-04-07 13:04:55
850145622816686080,16633,3947,8033156,141990,2017-04-07 00:38:06
850019790995546112,20842,5058,8033156,141990,2017-04-06 16:18:05
849776966551130114,31081,7873,8033156,141990,2017-04-06 00:13:11
849668094696017920,0,5128,8033156,141990,2017-04-05 17:00:34
849412302885593088,16203,3258,8033156,141990,2017-04-05 00:04:08
849336543269576704,11648,1960,8033156,141990,2017-04-04 19:03:06
849051919805034497,43326,8821,8033156,141990,2017-04-04 00:12:06
848690551926992896,25755,4480,8033156,141990,2017-04-03 00:16:10
848324959059550208,25312,4772,8033156,141990,2017-04-02 00:03:26
848213670039564288,8356,776,8033156,141990,2017-04-01 16:41:12
848212111729840128,16691,3183,8033156,141990,2017-04-01 16:35:01
847978865427394560,0,3386,8033156,141990,2017-04-01 01:08:10
847971574464610304,0,443,8033156,141990,2017-04-01 00:39:12
847962785489326080,24051,5295,8033156,141990,2017-04-01 00:04:17
847842811428974592,5587,1383,8033157,141990,2017-03-31 16:07:33
847617282490613760,7158,441,8033157,141990,2017-03-31 01:11:22
847606175596138505,19226,3540,8033157,141990,2017-03-31 00:27:14
847251039262605312,20959,4464,8033157,141990,2017-03-30 00:56:03
847157206088847362,20423,6094,8033157,141990,2017-03-29 18:43:12
847116187444137987,21956,3322,8033157,141990,2017-03-29 16:00:12
846874817362120707,20578,4087,8033157,141990,2017-03-29 00:01:05
846514051647705089,45752,12089,8033157,141990,2017-03-28 00:07:32
846505985330044928,14457,3202,8033157,141990,2017-03-27 23:35:28
846153765933735936,32514,9471,8033157,141990,2017-03-27 00:15:53
846139713627017216,31715,10339,8033157,141990,2017-03-26 23:20:02
846042936437604353,16417,3012,8033157,141990,2017-03-26 16:55:29
845812042753855489,30057,9119,8033157,141990,2017-03-26 01:38:00
845677943972139009,25824,4984,8033157,141990,2017-03-25 16:45:08
845397057150107648,7841,1882,8033157,141990,2017-03-24 22:08:59
845306882940190720,23978,5632,8033157,141990,2017-03-24 16:10:40
845098359547420673,0,7998,8033157,141990,2017-03-24 02:22:04
844979544864018432,13987,2691,8033157,141990,2017-03-23 18:29:57
844973813909606400,15530,3360,8033157,141990,2017-03-23 18:07:10
844580511645339650,16973,3281,8033157,141990,2017-03-22 16:04:20
844223788422217728,14017,2301,8033157,141990,2017-03-21 16:26:50
843981021012017153,15589,3064,8033157,141990,2017-03-21 00:22:10
843856843873095681,22059,4852,8033157,141990,2017-03-20 16:08:44
843604394117681152,17378,2888,8033157,141990,2017-03-19 23:25:35
843235543001513987,22168,6338,8033157,141990,2017-03-18 22:59:54
842846295480000512,15676,3782,8033157,141990,2017-03-17 21:13:10
842765311967449089,6956,1339,8033157,141990,2017-03-17 15:51:22
842535590457499648,18644,3679,8033157,141990,2017-03-17 00:38:32
842163532590374912,25229,6090,8033157,141990,2017-03-16 00:00:07
842115215311396866,14436,3186,8033157,141990,2017-03-15 20:48:07
841833993020538882,0,16064,8033157,141990,2017-03-15 02:10:39
841680585030541313,26477,8145,8033157,141990,2017-03-14 16:01:03
841439858740625411,13031,3869,8033157,141990,2017-03-14 00:04:30
841320156043304961,20404,5727,8033157,141990,2017-03-13 16:08:50
841314665196081154,16336,4921,8033157,141990,2017-03-13 15:47:01
841077006473256960,23610,5572,8033157,141990,2017-03-13 00:02:39
840761248237133825,0,1846,8033157,141990,2017-03-12 03:07:56
840728873075638272,0,16972,8033157,141990,2017-03-12 00:59:17
840698636975636481,180,2,8033157,141990,2017-03-11 22:59:09
840696689258311684,12692,1033,8033157,141990,2017-03-11 22:51:24
840632337062862849,9271,1846,8033157,141990,2017-03-11 18:35:42
840370681858686976,17002,4789,8033157,141990,2017-03-11 01:15:58
840268004936019968,19908,6031,8033157,141990,2017-03-10 18:27:58
839990271299457024,13858,2413,8033157,141990,2017-03-10 00:04:21
839549326359670784,28429,8189,8033157,141990,2017-03-08 18:52:12
839290600511926273,0,148,8033157,141990,2017-03-08 01:44:07
839239871831150596,28109,6886,8033157,141990,2017-03-07 22:22:32
838952994649550848,20285,4192,8033157,141990,2017-03-07 03:22:35
838921590096166913,11560,2181,8033157,141990,2017-03-07 01:17:48
838916489579200512,0,36,8033157,141990,2017-03-07 00:57:32
838831947270979586,0,11649,8033157,141990,2017-03-06 19:21:35
838561493054533637,11303,1394,8033157,141990,2017-03-06 01:26:54
838476387338051585,23344,5072,8033157,141990,2017-03-05 19:48:43
838201503651401729,0,10635,8033157,141990,2017-03-05 01:36:26
838150277551247360,1741,352,8033157,141990,2017-03-04 22:12:52
838085839343206401,146,1,8033157,141990,2017-03-04 17:56:49
838083903487373313,18233,3334,8033157,141990,2017-03-04 17:49:08
837820167694528512,35394,8289,8033157,141990,2017-03-04 00:21:08
837482249356513284,3973,464,8033157,141990,2017-03-03 01:58:22
837471256429613056,13245,2406,8033157,141990,2017-03-03 01:14:41
837366284874571778,21926,5599,8033157,141990,2017-03-02 18:17:34
837110210464448512,16602,2520,8033156,141990,2017-03-02 01:20:01
836989968035819520,13182,2424,8033156,141990,2017-03-01 17:22:13
836753516572119041,19965,4875,8033156,141990,2017-03-01 01:42:39
836677758902222849,13073,2348,8033156,141990,2017-02-28 20:41:37
836648853927522308,0,575,8033156,141990,2017-02-28 18:46:45
836397794269200385,0,29274,8033156,141990,2017-02-28 02:09:08
836380477523124226,15287,3141,8033156,141990,2017-02-28 01:00:19
836260088725786625,22055,4529,8033156,141990,2017-02-27 17:01:56
836001077879255040,19799,4529,8033156,141990,2017-02-26 23:52:43
835685285446955009,0,8616,8033156,141990,2017-02-26 02:57:52
835574547218894849,18477,3829,8033156,141990,2017-02-25 19:37:50
835536468978302976,0,1804,8033156,141990,2017-02-25 17:06:32
835309094223372289,0,22251,8033156,141990,2017-02-25 02:03:02
835297930240217089,17055,3180,8033156,141990,2017-02-25 01:18:40
835264098648616962,8015,1804,8033156,141990,2017-02-24 23:04:14
835246439529840640,2175,77,8033156,141990,2017-02-24 21:54:03
835172783151792128,27123,6079,8033156,141990,2017-02-24 17:01:22
835152434251116546,23310,3197,8033156,141990,2017-02-24 15:40:31
834931633769889797,11230,1748,8033156,141990,2017-02-24 01:03:08
834786237630337024,22014,5832,8033156,141990,2017-02-23 15:25:23
834574053763584002,14199,2682,8033156,141990,2017-02-23 01:22:14
834477809192075265,0,11319,8033156,141990,2017-02-22 18:59:48
834458053273591808,9987,1779,8033156,141990,2017-02-22 17:41:18
834209720923721728,21388,5067,8033156,141990,2017-02-22 01:14:30
834167344700198914,16371,3860,8033156,141990,2017-02-21 22:26:07
834089966724603904,10437,2252,8033156,141990,2017-02-21 17:18:39
834086379323871233,13566,2351,8033156,141990,2017-02-21 17:04:24
833863086058651648,13932,2536,8033156,141990,2017-02-21 02:17:06
833826103416520705,18715,3961,8033156,141990,2017-02-20 23:50:09
833732339549220864,0,227,8033156,141990,2017-02-20 17:37:34
833722901757046785,21535,3403,8033156,141990,2017-02-20 17:00:04
833479644947025920,15427,2186,8033156,141990,2017-02-20 00:53:27
833124694597443584,21006,5128,8033156,141990,2017-02-19 01:23:00
832998151111966721,13813,2352,8033156,141990,2017-02-18 17:00:10
832769181346996225,0,39,8033780,141991,2017-02-18 01:50:19
832757312314028032,17503,3841,8033156,141990,2017-02-18 01:03:09
832682457690300417,12352,3112,8033156,141990,2017-02-17 20:05:43
832645525019123713,3038,552,8033156,141990,2017-02-17 17:38:57
832636094638288896,16471,2952,8033156,141990,2017-02-17 17:01:29
832397543355072512,12405,2358,8033156,141990,2017-02-17 01:13:34
832369877331693569,17863,3386,8033156,141990,2017-02-16 23:23:38
832273440279240704,11766,2476,8033156,141990,2017-02-16 17:00:25
832215909146226688,0,6582,8033156,141990,2017-02-16 13:11:49
832215726631055365,0,9957,8033156,141990,2017-02-16 13:11:05
832088576586297345,68,2,8033156,141990,2017-02-16 04:45:50
832040443403784192,0,10298,8033155,141990,2017-02-16 01:34:34
832032802820481025,18567,4940,8033155,141990,2017-02-16 01:04:13
831939777352105988,24959,6510,8033155,141990,2017-02-15 18:54:34
831926988323639298,356,35,8033155,141990,2017-02-15 18:03:45
831911600680497154,28780,6933,8033155,141990,2017-02-15 17:02:36
831670449226514432,10887,1928,8033155,141990,2017-02-15 01:04:21
831650051525054464,7474,2064,8033155,141990,2017-02-14 23:43:18
831552930092285952,9346,2440,8033155,141990,2017-02-14 17:17:22
831322785565769729,9606,1630,8033155,141990,2017-02-14 02:02:51
831315979191906304,6797,1190,8033155,141990,2017-02-14 01:35:49
831309418084069378,12214,2604,8033155,141990,2017-02-14 01:09:44
831262627380748289,12399,2178,8033155,141990,2017-02-13 22:03:49
830956169170665475,8303,1588,8033155,141990,2017-02-13 01:46:03
830583320585068544,69687,17902,8033155,141990,2017-02-12 01:04:29
830173239259324417,0,6065,8033155,141990,2017-02-10 21:54:58
830097400375152640,10238,3189,8033155,141990,2017-02-10 16:53:37
829878982036299777,0,5354,8033155,141990,2017-02-10 02:25:42
829861396166877184,12746,2086,8033156,141990,2017-02-10 01:15:49
829501995190984704,33081,11319,8033156,141990,2017-02-09 01:27:41
829449946868879360,10912,2150,8033156,141990,2017-02-08 22:00:52
829374341691346946,36081,9936,8033156,141990,2017-02-08 17:00:26
829141528400556032,25517,7889,8033156,141990,2017-02-08 01:35:19
829011960981237760,55315,17293,8033156,141990,2017-02-07 17:00:28
828801551087042563,0,3616,8033780,141991,2017-02-07 03:04:22
828770345708580865,26656,6247,8033156,141990,2017-02-07 01:00:22
828708714936930305,38148,11977,8033156,141990,2017-02-06 20:55:28
828650029636317184,9907,1433,8033156,141990,2017-02-06 17:02:17
828409743546925057,6583,1224,8033156,141990,2017-02-06 01:07:28
828408677031882754,7999,1372,8033156,141990,2017-02-06 01:03:14
828381636999917570,13171,2371,8033156,141990,2017-02-05 23:15:47
828376505180889089,7701,1137,8033156,141990,2017-02-05 22:55:23
828372645993398273,13089,3152,8033156,141990,2017-02-05 22:40:03
828361771580813312,2291,181,8033156,141990,2017-02-05 21:56:51
828046555563323392,12269,3057,8033156,141990,2017-02-05 01:04:17
828011680017821696,10813,2290,8033156,141990,2017-02-04 22:45:42
827933404142436356,20984,5578,8033156,141990,2017-02-04 17:34:40
827653905312006145,16099,3207,8033156,141990,2017-02-03 23:04:02
827600520311402496,7727,1015,8033156,141990,2017-02-03 19:31:54
827324948884643840,16557,3262,8033156,141990,2017-02-03 01:16:53
827199976799354881,11037,2394,8033156,141990,2017-02-02 17:00:17
826958653328592898,22534,5354,8033156,141990,2017-02-02 01:01:21
826848821049180160,38079,10923,8033156,141990,2017-02-01 17:44:55
826615380357632002,0,4225,8033156,141990,2017-02-01 02:17:19
826598799820865537,5342,268,8033156,141990,2017-02-01 01:11:25
826598365270007810,10521,2508,8033156,141990,2017-02-01 01:09:42
826476773533745153,19270,4489,8033156,141990,2017-01-31 17:06:32
826240494070030336,13865,2767,8033156,141990,2017-01-31 01:27:39
826204788643753985,5092,997,8033156,141990,2017-01-30 23:05:46
826115272272650244,16372,3350,8033156,141990,2017-01-30 17:10:04
825876512159186944,10948,2002,8033156,141990,2017-01-30 01:21:19
825829644528148480,13303,2663,8033156,141990,2017-01-29 22:15:05
825535076884762624,54520,18403,8033156,141990,2017-01-29 02:44:34
825147591692263424,19148,4890,8033156,141990,2017-01-28 01:04:51
825120256414846976,0,1367,8033156,141990,2017-01-27 23:16:13
825026590719483904,6637,1367,8033156,141990,2017-01-27 17:04:02
824796380199809024,0,5881,8033156,141990,2017-01-27 01:49:15
824775126675836928,15655,3761,8033156,141990,2017-01-27 00:24:48
824663926340194305,10571,1854,8033156,141990,2017-01-26 17:02:56
824325613288833024,12347,11131,8033156,141990,2017-01-25 18:38:36
824297048279236611,15771,4142,8033156,141990,2017-01-25 16:45:05
824025158776213504,5003,630,8033156,141990,2017-01-24 22:44:42
823939628516474880,11140,2902,8033156,141990,2017-01-24 17:04:50
823719002937630720,0,12013,8033156,141990,2017-01-24 02:28:08
823699002998870016,13197,2586,8033780,141991,2017-01-24 01:08:40
823581115634085888,13643,2830,8033156,141990,2017-01-23 17:20:14
823333489516937216,731,27,8033156,141990,2017-01-23 00:56:15
823322678127919110,16485,4308,8033156,141990,2017-01-23 00:13:17
823269594223824897,0,10555,8033156,141990,2017-01-22 20:42:21
822975315408461824,18135,3694,8033156,141990,2017-01-22 01:12:59
822872901745569793,138532,47033,8033780,141991,2017-01-21 18:26:02
822859134160621569,13868,2450,8033156,141990,2017-01-21 17:31:20
822647212903690241,0,6871,8033156,141990,2017-01-21 03:29:14
822610361945911296,15496,3173,8033156,141990,2017-01-21 01:02:48
822489057087389700,19038,6871,8033156,141990,2017-01-20 17:00:46
822462944365645825,29762,15685,8033156,141990,2017-01-20 15:17:01
822244816520155136,36697,10555,8033156,141990,2017-01-20 00:50:15
822163064745328640,0,5147,8033156,141990,2017-01-19 19:25:24
821886076407029760,11888,2509,8033156,141990,2017-01-19 01:04:45
821813639212650496,0,3594,8033156,141990,2017-01-18 20:16:54
821765923262631936,8825,1780,8033156,141990,2017-01-18 17:07:18
821522889702862852,8426,1902,8033156,141990,2017-01-18 01:01:34
821421320206483457,0,6003,8033156,141990,2017-01-17 18:17:58
821407182352777218,12358,4658,8033156,141990,2017-01-17 17:21:47
821153421864615936,266,10,8033156,141990,2017-01-17 00:33:26
821149554670182400,9134,2162,8033156,141990,2017-01-17 00:18:04
821107785811234820,10058,2281,8033156,141990,2017-01-16 21:32:06
821044531881721856,13285,2461,8033156,141990,2017-01-16 17:20:45
820837357901512704,0,7196,8033156,141990,2017-01-16 03:37:31
820749716845686786,33095,10635,8033156,141990,2017-01-15 21:49:15
820690176645140481,12806,3461,8033156,141990,2017-01-15 17:52:40
820494788566847489,0,606,8033156,141990,2017-01-15 04:56:16
820446719150292993,0,2772,8033156,141990,2017-01-15 01:45:15
820314633777061888,3497,606,8033156,141990,2017-01-14 17:00:24
820078625395449857,20809,6753,8033156,141990,2017-01-14 01:22:35
820013781606658049,0,1272,8033156,141990,2017-01-13 21:04:55
